LLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,CLAVE_ENTIDAD_INEGI(CLAVE_DE_AGEE),LLAVE_MUNICIPIO,CLAVE_MUNICIPIO_INEGI(CLAVE_DE_AGEEM),MUNICIPIO,MERCADO_TRABAJO_LOCAL
8,Chihuahua,08,232,020,Chínipas,651
8,Chihuahua,08,242,030,Guazapares,651
8,Chihuahua,08,277,065,Urique,651
8,Chihuahua,08,237,025,Gómez Farías,652
8,Chihuahua,08,252,040,Madera,652
8,Chihuahua,08,255,043,Matachí,652
8,Chihuahua,08,260,048,Namiquipa,652
8,Chihuahua,08,275,063,Temósachic,652
8,Chihuahua,08,246,034,Ignacio Zaragoza,653
8,Chihuahua,08,215,003,Allende,654
8,Chihuahua,08,244,032,Hidalgo del Parral,654
8,Chihuahua,08,245,033,Huejotitán,654
8,Chihuahua,08,256,044,Matamoros,654
8,Chihuahua,08,271,059,San Francisco del Oro,654
8,Chihuahua,08,272,060,Santa Bárbara,654
8,Chihuahua,08,219,007,Balleza,655
8,Chihuahua,08,276,064,El Tule,655
8,Chihuahua,08,241,029,Guadalupe y Calvo,656
8,Chihuahua,08,226,014,Coronado,657
8,Chihuahua,08,248,036,Jiménez,657
8,Chihuahua,08,251,039,López,657
8,Chihuahua,08,268,056,Rosario,658
10,Durango,10,288,009,Guanaceví,659
8,Chihuahua,08,220,008,Batopilas,660
8,Chihuahua,08,239,027,Guachochi,660
8,Chihuahua,08,261,049,Nonoava,661
8,Chihuahua,08,254,042,Manuel Benavides,662
8,Chihuahua,08,264,052,Ojinaga,662
8,Chihuahua,08,258,046,Morelos,663
25,Sinaloa,25,1865,001,Ahome,664
25,Sinaloa,25,1874,010,El Fuerte,664
25,Sinaloa,25,1875,011,Guasave,665
25,Sinaloa,25,1881,017,Sinaloa,665
25,Sinaloa,25,1871,007,Choix,666
25,Sinaloa,25,1866,002,Angostura,667
25,Sinaloa,25,1877,013,Mocorito,667
25,Sinaloa,25,1879,015,Salvador Alvarado,667
25,Sinaloa,25,1867,003,Badiraguato,668
25,Sinaloa,25,1870,006,Culiacán,668
25,Sinaloa,25,1882,018,Navolato,668
25,Sinaloa,25,1872,008,Elota,669
25,Sinaloa,25,1880,016,San Ignacio,669
10,Durango,10,313,034,Tamazula,670
25,Sinaloa,25,1868,004,Concordia,671
25,Sinaloa,25,1869,005,Cosalá,671
25,Sinaloa,25,1876,012,Mazatlán,671
25,Sinaloa,25,1873,009,Escuinapa,672
25,Sinaloa,25,1878,014,Rosario,672
26,Sonora,26,1883,001,Aconchi,673
26,Sonora,26,1895,013,Banámichi,673
26,Sonora,26,1896,014,Baviácora,673
26,Sonora,26,1916,034,Huépac,673
26,Sonora,26,1935,053,San Felipe de Jesús,673
26,Sonora,26,1902,020,Carbó,674
26,Sonora,26,1903,021,La Colorada,674
26,Sonora,26,1912,030,Hermosillo,674
26,Sonora,26,1932,050,Rayón,674
26,Sonora,26,1938,056,San Miguel de Horcasitas,674
26,Sonora,26,1939,057,San Pedro de la Cueva,674
26,Sonora,26,1948,066,Ures,674
26,Sonora,26,1919,037,Mazatán,675
26,Sonora,26,1950,068,Villa Pesqueira,675
26,Sonora,26,1887,005,Arivechi,676
26,Sonora,26,1891,009,Bacanora,676
26,Sonora,26,1934,052,Sahuaripa,676
26,Sonora,26,1926,044,Onavas,677
26,Sonora,26,1936,054,San Javier,678
26,Sonora,26,1943,061,Soyopa,678
26,Sonora,26,1944,062,Suaqui Grande,678
26,Sonora,26,1885,003,Alamos,679
26,Sonora,26,1908,026,Etchojoa,679
26,Sonora,26,1915,033,Huatabampo,679
26,Sonora,26,1924,042,Navojoa,679
26,Sonora,26,1931,049,Quiriego,679
26,Sonora,26,1953,071,Benito Juárez,679
26,Sonora,26,1894,012,Bácum,680
26,Sonora,26,1900,018,Cajeme,680
26,Sonora,26,1933,051,Rosario,680
26,Sonora,26,1951,069,Yécora,680
26,Sonora,26,1907,025,Empalme,681
26,Sonora,26,1911,029,Guaymas,681
26,Sonora,26,1954,072,San Ignacio Río Muerto,681
26,Sonora,26,1886,004,Altar,682
26,Sonora,26,1889,007,Atil,682
26,Sonora,26,1899,017,Caborca,682
26,Sonora,26,1928,046,Oquitoa,682
26,Sonora,26,1929,047,Pitiquito,682
26,Sonora,26,1942,060,Sáric,683
26,Sonora,26,1898,016,Benjamín Hill,684
26,Sonora,26,1927,045,Opodepe,684
26,Sonora,26,1940,058,Santa Ana,684
26,Sonora,26,1946,064,Trincheras,684
26,Sonora,26,1947,065,Tubutama,685
26,Sonora,26,1904,022,Cucurpe,686
26,Sonora,26,1917,035,Imuris,686
26,Sonora,26,1918,036,Magdalena,686
26,Sonora,26,1925,043,Nogales,686
26,Sonora,26,1941,059,Santa Cruz,686
26,Sonora,26,1930,048,Puerto Peñasco,687
26,Sonora,26,1952,070,General Plutarco Elías Calles,688
26,Sonora,26,1884,002,Agua Prieta,689
26,Sonora,26,1909,027,Fronteras,689
26,Sonora,26,1923,041,Nacozari de García,689
26,Sonora,26,1949,067,Villa Hidalgo,689
26,Sonora,26,1888,006,Arizpe,690
26,Sonora,26,1893,011,Bacoachi,690
26,Sonora,26,1901,019,Cananea,690
26,Sonora,26,1921,039,Naco,691
26,Sonora,26,1890,008,Bacadéhuachi,692
26,Sonora,26,1922,040,Nácori Chico,692
26,Sonora,26,1910,028,Granados,693
26,Sonora,26,1914,032,Huásabas,693
26,Sonora,26,1905,023,Cumpas,694
26,Sonora,26,1906,024,Divisaderos,694
26,Sonora,26,1920,038,Moctezuma,694
26,Sonora,26,1945,063,Tepache,694
26,Sonora,26,1892,010,Bacerac,695
26,Sonora,26,1897,015,Bavispe,695
26,Sonora,26,1913,031,Huachinera,696
4,Campeche,04,38,001,Calkiní,697
31,Yucatán,31,2318,033,Halachó,697
31,Yucatán,31,2371,086,Tepakán,697
4,Campeche,04,39,002,Campeche,698
4,Campeche,04,42,005,Hecelchakán,698
4,Campeche,04,45,008,Tenabo,698
4,Campeche,04,2459,012,Seybaplaya,698
4,Campeche,04,43,006,Hopelchén,699
4,Campeche,04,41,004,Champotón,700
4,Campeche,04,46,009,Escárcega,700
4,Campeche,04,47,010,Calakmul,700
31,Yucatán,31,2291,006,Buctzotz,701
31,Yucatán,31,2344,059,Progreso,701
31,Yucatán,31,2345,060,Quintana Roo,701
23,Quintana Roo,23,2456,006,José María Morelos,701
31,Yucatán,31,2295,010,Cantamayec,702
31,Yucatán,31,2379,094,Tixmehuac,702
31,Yucatán,31,2286,001,Abalá,703
31,Yucatán,31,2287,002,Acanceh,703
31,Yucatán,31,2290,005,Bokobá,703
31,Yucatán,31,2292,007,Cacalchén,703
31,Yucatán,31,2298,013,Conkal,703
31,Yucatán,31,2300,015,Cuzamá,703
31,Yucatán,31,2305,020,Chicxulub Pueblo,703
31,Yucatán,31,2319,034,Hocabá,703
31,Yucatán,31,2320,035,Hoctún,703
31,Yucatán,31,2321,036,Homún,703
31,Yucatán,31,2324,039,Ixil,703
31,Yucatán,31,2326,041,Kanasín,703
31,Yucatán,31,2334,049,Mayapán,703
31,Yucatán,31,2335,050,Mérida,703
31,Yucatán,31,2336,051,Mocochá,703
31,Yucatán,31,2340,055,Opichén,703
31,Yucatán,31,2349,064,Sanahcat,703
31,Yucatán,31,2352,067,Seyé,703
31,Yucatán,31,2359,074,Tahmek,703
31,Yucatán,31,2361,076,Tecoh,703
31,Yucatán,31,2373,088,Teya,703
31,Yucatán,31,2375,090,Timucuy,703
31,Yucatán,31,2378,093,Tixkokob,703
31,Yucatán,31,2380,095,Tixpéhual,703
31,Yucatán,31,2385,100,Ucú,703
31,Yucatán,31,2388,103,Xocchel,703
31,Yucatán,31,2389,104,Yaxcabá,703
31,Yucatán,31,2390,105,Yaxkukul,703
31,Yucatán,31,2363,078,Tekantó,704
31,Yucatán,31,2354,069,Sotuta,705
31,Yucatán,31,2296,011,Celestún,706
31,Yucatán,31,2308,023,Chocholá,706
31,Yucatán,31,2323,038,Hunucmá,706
31,Yucatán,31,2329,044,Kinchil,706
31,Yucatán,31,2330,045,Kopomá,706
31,Yucatán,31,2333,048,Maxcanú,706
31,Yucatán,31,2348,063,Samahil,706
31,Yucatán,31,2372,087,Tetiz,706
31,Yucatán,31,2386,101,Umán,706
31,Yucatán,31,2322,037,Huhí,707
31,Yucatán,31,2325,040,Izamal,708
31,Yucatán,31,2327,042,Kantunil,708
31,Yucatán,31,2356,071,Sudzal,708
31,Yucatán,31,2362,077,Tekal de Venegas,708
31,Yucatán,31,2382,097,Tunkás,708
31,Yucatán,31,2289,004,Baca,709
31,Yucatán,31,2311,026,Dzemul,709
31,Yucatán,31,2337,052,Motul,709
31,Yucatán,31,2339,054,Muxupip,709
31,Yucatán,31,2353,068,Sinanché,709
31,Yucatán,31,2357,072,Suma,709
31,Yucatán,31,2367,082,Telchac Pueblo,709
31,Yucatán,31,2368,083,Telchac Puerto,709
31,Yucatán,31,2294,009,Cansahcab,710
31,Yucatán,31,2391,106,Yobaín,710
31,Yucatán,31,2316,031,Dzoncauich,711
31,Yucatán,31,2369,084,Temax,711
31,Yucatán,31,2312,027,Dzidzantún,712
31,Yucatán,31,2313,028,Dzilam de Bravo,712
31,Yucatán,31,2314,029,Dzilam González,712
31,Yucatán,31,2288,003,Akil,713
31,Yucatán,31,2332,047,Maní,713
31,Yucatán,31,2341,056,Oxkutzcab,713
31,Yucatán,31,2364,079,Tekax,713
31,Yucatán,31,2309,024,Chumayel,714
31,Yucatán,31,2360,075,Teabo,714
31,Yucatán,31,2303,018,Chapab,715
31,Yucatán,31,2310,025,Dzán,715
31,Yucatán,31,2338,053,Muna,715
31,Yucatán,31,2347,062,Sacalum,715
31,Yucatán,31,2351,066,Santa Elena,715
31,Yucatán,31,2374,089,Ticul,715
31,Yucatán,31,2331,046,Mama,716
31,Yucatán,31,2365,080,Tekit,716
23,Quintana Roo,23,1799,001,Cozumel,717
23,Quintana Roo,23,1801,003,Isla Mujeres,717
23,Quintana Roo,23,1803,005,Benito Juárez,717
23,Quintana Roo,23,1804,007,Lázaro Cárdenas,717
23,Quintana Roo,23,1805,008,Solidaridad,717
23,Quintana Roo,23,1806,009,Tulum,717
31,Yucatán,31,2293,008,Calotmul,717
31,Yucatán,31,2304,019,Chemax,717
31,Yucatán,31,2370,085,Temozón,717
23,Quintana Roo,23,2458,011,Puerto Morelos,717
31,Yucatán,31,2299,014,Cuncunul,718
31,Yucatán,31,2302,017,Chankom,718
31,Yucatán,31,2306,021,Chichimilá,718
31,Yucatán,31,2328,043,Kaua,718
31,Yucatán,31,2366,081,Tekom,718
31,Yucatán,31,2376,091,Tinum,718
31,Yucatán,31,2377,092,Tixcacalcupul,718
31,Yucatán,31,2384,099,Uayma,718
31,Yucatán,31,2387,102,Valladolid,718
31,Yucatán,31,2315,030,Dzitás,719
31,Yucatán,31,2301,016,Chacsinkín,720
31,Yucatán,31,2307,022,Chikindzonot,721
31,Yucatán,31,2343,058,Peto,721
31,Yucatán,31,2358,073,Tahdziú,721
31,Yucatán,31,2383,098,Tzucacab,721
31,Yucatán,31,2297,012,Cenotillo,722
31,Yucatán,31,2317,032,Espita,723
31,Yucatán,31,2342,057,Panabá,723
31,Yucatán,31,2346,061,Río Lagartos,723
31,Yucatán,31,2350,065,San Felipe,723
31,Yucatán,31,2355,070,Sucilá,723
31,Yucatán,31,2381,096,Tizimín,723
23,Quintana Roo,23,1800,002,Felipe Carrillo Puerto,724
23,Quintana Roo,23,1802,004,Othón P. Blanco,724
23,Quintana Roo,23,1807,010,Bacalar,724
4,Campeche,04,40,003,Carmen,725
4,Campeche,04,44,007,Palizada,725
4,Campeche,04,48,011,Candelaria,725
27,Tabasco,27,1961,007,Emiliano Zapata,725
7,Chiapas,07,111,016,Catazajá,726
7,Chiapas,07,144,050,La Libertad,727
7,Chiapas,07,159,065,Palenque,727
7,Chiapas,07,171,077,Salto de Agua,727
27,Tabasco,27,1955,001,Balancán,728
27,Tabasco,27,1971,017,Tenosique,729
7,Chiapas,07,100,005,Amatán,730
7,Chiapas,07,120,025,Chapultenango,731
7,Chiapas,07,137,043,Ixtacomitán,732
7,Chiapas,07,139,045,Ixtapangajoya,732
7,Chiapas,07,162,068,Pichucalco,732
7,Chiapas,07,178,084,Solosuchiapa,732
7,Chiapas,07,182,088,Sunuapa,732
27,Tabasco,27,1970,016,Teapa,732
7,Chiapas,07,136,042,Ixhuatán,733
7,Chiapas,07,161,067,Pantepec,733
7,Chiapas,07,167,073,Rayón,733
7,Chiapas,07,185,091,Tapilula,733
7,Chiapas,07,184,090,Tapalapa,734
7,Chiapas,07,142,048,Juárez,735
7,Chiapas,07,156,062,Ostuacán,735
7,Chiapas,07,168,074,Reforma,735
27,Tabasco,27,1956,002,Cárdenas,735
27,Tabasco,27,1962,008,Huimanguillo,735
27,Tabasco,27,1957,003,Centla,736
27,Tabasco,27,1958,004,Centro,736
27,Tabasco,27,1959,005,Comalcalco,736
27,Tabasco,27,1960,006,Cunduacán,736
27,Tabasco,27,1963,009,Jalapa,736
27,Tabasco,27,1964,010,Jalpa de Méndez,736
27,Tabasco,27,1967,013,Nacajuca,736
27,Tabasco,27,1968,014,Paraíso,736
27,Tabasco,27,1969,015,Tacotalpa,736
27,Tabasco,27,1965,011,Jonuta,737
27,Tabasco,27,1966,012,Macuspana,737
7,Chiapas,07,97,002,Acala,738
7,Chiapas,07,107,012,Berriozábal,738
7,Chiapas,07,122,027,Chiapa de Corzo,738
7,Chiapas,07,123,028,Chiapilla,738
7,Chiapas,07,124,029,Chicoasén,738
7,Chiapas,07,138,044,Ixtapa,738
7,Chiapas,07,155,061,Ocozocoautla de Espinosa,738
7,Chiapas,07,157,063,Osumacinta,738
7,Chiapas,07,173,079,San Fernando,738
7,Chiapas,07,179,085,Soyaló,738
7,Chiapas,07,180,086,Suchiapa,738
7,Chiapas,07,194,101,Tuxtla Gutiérrez,738
7,Chiapas,07,2463,123,Emiliano Zapata,738
7,Chiapas,07,113,018,Coapilla,739
7,Chiapas,07,116,021,Copainalá,739
7,Chiapas,07,154,060,Ocotepec,739
7,Chiapas,07,191,098,Totolapa,740
7,Chiapas,07,108,013,Bochil,741
7,Chiapas,07,109,014,El Bosque,741
7,Chiapas,07,133,039,Huitiupán,741
7,Chiapas,07,141,047,Jitotol,741
7,Chiapas,07,175,081,Simojovel,741
7,Chiapas,07,211,118,San Andrés Duraznal,741
7,Chiapas,07,166,072,Pueblo Nuevo Solistahuacán,742
7,Chiapas,07,2461,121,Rincón Chamula San Pedro,742
7,Chiapas,07,103,008,Angel Albino Corzo,743
7,Chiapas,07,210,117,Montecristo de Guerrero,743
7,Chiapas,07,115,020,La Concordia,744
7,Chiapas,07,200,107,Villa Corzo,745
7,Chiapas,07,201,108,Villaflores,745
7,Chiapas,07,2462,122,El Parral,745
7,Chiapas,07,203,110,San Lucas,746
7,Chiapas,07,152,058,Nicolás Ruíz,747
7,Chiapas,07,102,007,Amatenango del Valle,748
7,Chiapas,07,188,094,Teopisca,748
7,Chiapas,07,118,023,Chamula,749
7,Chiapas,07,119,024,Chanal,749
7,Chiapas,07,132,038,Huixtán,749
7,Chiapas,07,143,049,Larráinzar,749
7,Chiapas,07,146,052,Las Margaritas,749
7,Chiapas,07,150,056,Mitontic,749
7,Chiapas,07,172,078,San Cristóbal de las Casas,749
7,Chiapas,07,187,093,Tenejapa,749
7,Chiapas,07,204,111,Zinacantán,749
7,Chiapas,07,205,112,San Juan Cancuc,749
7,Chiapas,07,208,115,Maravilla Tenejapa,749
7,Chiapas,07,212,119,Santiago el Pinar,749
7,Chiapas,07,121,026,Chenalhó,750
7,Chiapas,07,206,113,Aldama,750
7,Chiapas,07,160,066,Pantelhó,751
7,Chiapas,07,117,022,Chalchihuitán,752
7,Chiapas,07,99,004,Altamirano,753
7,Chiapas,07,126,031,Chilón,753
7,Chiapas,07,153,059,Ocosingo,753
7,Chiapas,07,158,064,Oxchuc,753
7,Chiapas,07,176,082,Sitalá,753
7,Chiapas,07,207,114,Benemérito de las Américas,753
7,Chiapas,07,209,116,Marqués de Comillas,753
7,Chiapas,07,170,076,Sabanilla,754
7,Chiapas,07,189,096,Tila,754
7,Chiapas,07,193,100,Tumbalá,755
7,Chiapas,07,202,109,Yajalón,755
7,Chiapas,07,104,009,Arriaga,756
7,Chiapas,07,190,097,Tonalá,756
7,Chiapas,07,163,069,Pijijiapan,757
7,Chiapas,07,112,017,Cintalapa,758
7,Chiapas,07,140,046,Jiquipilas,758
7,Chiapas,07,186,092,Tecpatán,759
7,Chiapas,07,2455,033,Francisco León,759
7,Chiapas,07,2464,124,Mezcalapa,759
7,Chiapas,07,98,003,Acapetahua,760
7,Chiapas,07,127,032,Escuintla,760
7,Chiapas,07,165,071,Villa Comaltitlán,761
7,Chiapas,07,145,051,Mapastepec,762
7,Chiapas,07,101,006,Amatenango de la Frontera,763
7,Chiapas,07,106,011,Bella Vista,763
7,Chiapas,07,125,030,Chicomuselo,763
7,Chiapas,07,128,034,Frontera Comalapa,763
7,Chiapas,07,147,053,Mazapa de Madero,763
7,Chiapas,07,151,057,Motozintla,763
7,Chiapas,07,105,010,Bejucal de Ocampo,764
7,Chiapas,07,130,036,La Grandeza,764
7,Chiapas,07,164,070,El Porvenir,764
7,Chiapas,07,174,080,Siltepec,764
7,Chiapas,07,2460,120,Capitán Luis Ángel Vidal,764
7,Chiapas,07,2465,125,Honduras de la Sierra,764
7,Chiapas,07,110,015,Cacahoatán,765
7,Chiapas,07,129,035,Frontera Hidalgo,765
7,Chiapas,07,148,054,Mazatán,765
7,Chiapas,07,149,055,Metapa,765
7,Chiapas,07,181,087,Suchiate,765
7,Chiapas,07,183,089,Tapachula,765
7,Chiapas,07,195,102,Tuxtla Chico,765
7,Chiapas,07,198,105,Unión Juárez,765
7,Chiapas,07,131,037,Huehuetán,766
7,Chiapas,07,134,040,Huixtla,766
7,Chiapas,07,196,103,Tuzantán,766
7,Chiapas,07,114,019,Comitán de Domínguez,767
7,Chiapas,07,135,041,La Independencia,767
7,Chiapas,07,192,099,La Trinitaria,767
7,Chiapas,07,197,104,Tzimol,767
7,Chiapas,07,169,075,Las Rosas,768
7,Chiapas,07,177,083,Socoltenango,768
7,Chiapas,07,199,106,Venustiano Carranza,768
7,Chiapas,07,96,001,Acacoyagua,769
2,Baja California,02,28,001,Ensenada,770
2,Baja California,02,2469,006,San Quintín,770
2,Baja California,02,30,003,Tecate,771
2,Baja California,02,31,004,Tijuana,771
2,Baja California,02,32,005,Playas de Rosarito,771
2,Baja California,02,29,002,Mexicali,772
26,Sonora,26,1937,055,San Luis Río Colorado,772
3,Baja California Sur,03,33,001,Comondú,773
3,Baja California Sur,03,37,009,Loreto,773
3,Baja California Sur,03,34,002,Mulegé,774
3,Baja California Sur,03,35,003,La Paz,775
3,Baja California Sur,03,36,008,Los Cabos,776
20,Oaxaca,20,1311,316,San Pedro Mártir Quiechapa,777
